,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
1085,2348,20,RL,10400.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,TA,Av,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,604.0,TA,TA,Y,197.0,241500.0,3717.0,18,2,39.0
1086,1527,50,RL,15564.0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,400.0,TA,TA,Y,424.0,147500.0,1940.0,94,1,0.0
1090,209,70,RL,24090.0,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Mn,Unf,Unf,GasA,1,4,1,TA,10,Typ,2,Unf,1,349.0,TA,TA,Y,56.0,244400.0,3435.0,70,2,318.0
1091,619,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,3,1,TA,7,Typ,2,Fin,2,418.0,TA,TA,Y,110.0,167000.0,3060.0,56,2,0.0
1092,2150,60,RL,8158.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,Fin,2,542.0,TA,TA,Y,386.0,200000.0,2589.0,5,2,63.0
1093,2704,30,RL,5220.0,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,180.0,TA,TA,P,0.0,80000.0,1709.0,70,1,108.0
1094,2839,20,RL,8172.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,2,572.0,TA,TA,N,0.0,115000.0,1728.0,51,2,0.0
1095,1242,20,RL,9000.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,2,1,TA,6,Typ,1,RFn,1,297.0,TA,TA,Y,0.0,139000.0,2392.0,52,2,44.0
1096,2714,60,RL,7844.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,440.0,TA,TA,Y,0.0,149500.0,2072.0,28,1,0.0
1097,799,70,RL,9084.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Mn,Unf,Unf,GasA,1,4,1,TA,7,Typ,1,Unf,1,296.0,Fa,Po,P,120.0,108000.0,2265.0,69,2,0.0
1099,2107,20,RL,8556.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,2,1,Gd,5,Typ,0,RFn,3,826.0,TA,TA,Y,140.0,194000.0,2480.0,1,2,93.0
1100,2486,20,RL,9100.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,624.0,TA,TA,Y,0.0,129500.0,1976.0,44,2,0.0
1101,1911,90,RL,8668.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,4,2,TA,8,Typ,0,Unf,3,792.0,TA,TA,Y,0.0,126000.0,3120.0,39,2,0.0
1102,896,20,RL,11767.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,6,Min1,0,RFn,1,195.0,TA,TA,Y,0.0,120000.0,2446.0,59,2,252.0
1103,272,20,RL,8400.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,2,606.0,TA,TA,Y,0.0,213000.0,2957.0,6,3,179.0
1104,2521,120,RL,3874.0,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,1,1,Gd,4,Typ,1,Fin,2,484.0,TA,TA,Y,133.0,190000.0,2452.0,26,2,78.0
1105,2324,20,RL,8076.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,402.0,TA,TA,Y,0.0,183500.0,2329.0,13,2,170.0
1106,1953,80,RL,10090.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,TA,TA,CBlock,TA,Av,Rec,ALQ,GasA,1,4,1,TA,6,Typ,2,Unf,1,276.0,TA,TA,Y,460.0,172000.0,2376.0,44,2,211.0
1107,887,20,RL,8877.0,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,Unf,GasA,1,2,1,TA,3,Typ,1,Unf,1,288.0,Fa,Fa,Y,0.0,100000.0,1632.0,71,2,0.0
1108,1479,20,RL,11058.0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,3,814.0,TA,TA,Y,0.0,218836.0,3128.0,1,2,24.0
1109,1317,190,RM,10800.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,0,3,2,TA,7,Typ,1,Unf,2,672.0,Gd,TA,Y,0.0,163000.0,2394.0,103,2,237.0
1110,1750,20,RL,10936.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,RFn,2,534.0,TA,TA,Y,100.0,206580.0,3035.0,1,2,18.0
1111,2815,60,RL,8461.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,8,Typ,1,Fin,2,390.0,TA,TA,Y,0.0,163990.0,2184.0,1,2,24.0
1112,2692,70,RM,7518.0,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,0,Unf,1,390.0,TA,TA,N,0.0,116500.0,1726.0,96,1,117.0
1113,1090,60,RL,8010.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,400.0,TA,TA,Y,138.0,188000.0,2560.0,6,2,48.0
1114,1912,85,RL,10050.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,TA,TA,CBlock,TA,Av,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,432.0,TA,TA,Y,140.0,175000.0,2073.0,41,2,40.0
1115,1634,120,RL,4740.0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,2,1,TA,5,Typ,0,RFn,2,480.0,TA,TA,Y,0.0,182000.0,2345.0,19,3,243.0
1116,1974,30,RM,6978.0,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,0,RFn,2,576.0,TA,TA,Y,0.0,103000.0,1810.0,81,1,116.0
1118,634,20,RL,9240.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,1,297.0,TA,TA,Y,156.0,149500.0,1976.0,50,3,0.0
1119,1683,120,RL,2304.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,319.0,TA,TA,Y,108.0,142500.0,2116.0,29,2,32.0
1120,2199,30,RL,7223.0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,Mn,BLQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,352.0,TA,TA,Y,0.0,136500.0,2712.0,81,1,64.0
1121,2789,160,RH,3612.0,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,484.0,TA,TA,Y,0.0,137000.0,1950.0,13,2,48.0
1122,1018,20,RL,12680.0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,Gd,TA,CBlock,Gd,Mn,GLQ,Unf,GasA,1,2,1,Ex,6,Typ,1,RFn,2,528.0,TA,TA,Y,0.0,226500.0,3363.0,20,3,189.0
1123,14,20,RL,10176.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,1,Unf,2,506.0,TA,TA,Y,192.0,171500.0,2641.0,20,2,0.0
1124,2782,80,RL,10780.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,ALQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,576.0,TA,TA,Y,0.0,132500.0,1865.0,30,1,0.0
1126,1175,60,FV,10646.0,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,546.0,TA,TA,Y,0.0,223000.0,2647.0,7,3,0.0
1127,1232,20,RL,8400.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,RFn,2,462.0,TA,TA,Y,0.0,174000.0,2856.0,46,2,36.0
1128,2590,20,RL,15428.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,4,Typ,0,Fin,1,270.0,TA,TA,Y,0.0,142000.0,1768.0,55,2,195.0
1129,2463,20,FV,11216.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,RFn,2,776.0,TA,TA,Y,0.0,232600.0,2978.0,0,2,140.0
1130,2358,20,RL,10140.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,No,ALQ,LwQ,GasA,1,3,1,Gd,5,Typ,1,RFn,2,484.0,TA,TA,Y,265.0,181000.0,2349.0,32,2,0.0
1131,2911,160,RM,3964.0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,5,1,TA,10,Maj1,1,Fin,2,576.0,TA,TA,Y,728.0,151400.0,3463.0,33,3,20.0
1132,1699,20,RL,11428.0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,RFn,3,866.0,TA,TA,Y,0.0,250000.0,3260.0,1,2,44.0
1133,115,60,RL,10421.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,496.0,TA,TA,Y,228.0,196500.0,2694.0,22,2,222.0
1134,1998,75,RM,13500.0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,8,Typ,1,Unf,2,576.0,TA,TA,N,0.0,185000.0,3273.0,128,2,298.0
1135,589,20,RL,9000.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Av,BLQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,1,336.0,TA,TA,Y,0.0,113000.0,2432.0,40,2,0.0
1138,1846,160,FV,2117.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,4,Typ,0,Unf,2,440.0,TA,TA,Y,0.0,177000.0,2329.0,7,2,32.0
1139,1805,60,FV,10625.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,4,1,Gd,9,Min2,1,RFn,3,744.0,TA,TA,Y,193.0,265000.0,3601.0,3,2,127.0
1140,1853,60,FV,8413.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,8,Typ,2,RFn,2,1105.0,Gd,TA,Y,147.0,312500.0,3582.0,9,3,180.0
1143,1771,60,RL,9950.0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,4,1,Gd,9,Typ,1,RFn,3,721.0,TA,TA,Y,224.0,290000.0,3723.0,12,2,114.0
1144,90,20,RL,15410.0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,Gd,BLQ,GLQ,GasA,1,3,1,TA,7,Typ,2,Fin,2,461.0,TA,TA,Y,296.0,169000.0,2702.0,36,3,186.0
1145,2684,30,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,205.0,TA,TA,Y,0.0,89000.0,1232.0,85,1,129.0
1146,13,60,RL,8402.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,393.0,TA,TA,Y,0.0,180400.0,2254.0,12,2,75.0
1148,1914,20,RL,10150.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,5,Typ,0,RFn,1,275.0,TA,TA,Y,0.0,114500.0,1824.0,49,1,0.0
1149,2811,20,RL,10084.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,3,782.0,TA,TA,Y,144.0,212900.0,3104.0,1,2,20.0
1150,850,20,RL,16285.0,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,605.0,TA,TA,Y,0.0,187100.0,2843.0,8,2,33.0
1151,1844,160,FV,3230.0,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,2,440.0,TA,TA,Y,0.0,176000.0,2187.0,8,2,32.0
1152,2225,20,RL,21579.0,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,TA,No,BLQ,Unf,GasA,1,3,1,TA,7,Typ,2,RFn,2,552.0,TA,TA,Y,0.0,215000.0,2976.0,39,2,216.0
1153,1477,60,RL,8320.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,520.0,TA,TA,Y,0.0,185900.0,2352.0,4,2,45.0
1154,399,20,RL,6960.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,BLQ,GasA,1,3,1,Gd,5,Typ,0,Unf,2,660.0,TA,TA,Y,96.0,120500.0,1728.0,39,1,0.0
1155,2431,60,RL,21930.0,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,Unf,GasA,1,4,1,TA,7,Typ,1,Fin,2,372.0,TA,TA,Y,100.0,192140.0,2570.0,1,2,40.0
1156,1605,20,RL,6600.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,5,Typ,1,Unf,1,264.0,TA,TA,Y,0.0,130500.0,1632.0,26,1,0.0
1159,2240,30,RM,8967.0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Po,No,Unf,Unf,GasA,1,2,1,TA,6,Maj2,0,Unf,1,338.0,Po,Po,N,0.0,67000.0,2038.0,87,1,0.0
1161,2252,20,RL,12864.0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,1,1,Gd,4,Typ,1,RFn,2,576.0,TA,TA,Y,0.0,245000.0,2818.0,5,2,289.0
1162,1136,20,RL,13695.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,2,576.0,TA,TA,Y,0.0,159000.0,2228.0,4,2,102.0
1163,1877,20,RL,10289.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,0,RFn,2,515.0,TA,TA,Y,0.0,156000.0,2146.0,42,2,0.0
1165,1182,20,RL,11120.0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,516.0,TA,TA,Y,0.0,162500.0,2464.0,24,2,0.0
1166,2750,90,RL,9069.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,TA,Av,LwQ,GLQ,GasA,1,2,2,Gd,8,Typ,0,Unf,4,920.0,TA,TA,Y,288.0,224500.0,2784.0,13,4,0.0
1167,1016,20,RL,47280.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,2,738.0,TA,TA,Y,0.0,133000.0,2976.0,58,2,180.0
1168,2436,60,RL,7875.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,8,Typ,1,Fin,2,393.0,TA,TA,Y,0.0,180000.0,2292.0,3,2,75.0
1169,1607,20,RL,6600.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,1,264.0,TA,TA,Y,0.0,134500.0,1690.0,26,1,0.0
1171,1233,80,RL,9150.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,1,296.0,TA,TA,Y,64.0,165000.0,2530.0,46,1,110.0
1172,419,20,RL,7150.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,5,Typ,0,RFn,1,288.0,TA,TA,Y,0.0,100000.0,1784.0,42,1,0.0
1173,633,20,RL,12285.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,5,Typ,2,Unf,2,441.0,TA,TA,Y,0.0,176000.0,2658.0,49,1,203.0
1174,2722,20,RL,17920.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,Rec,GasA,1,3,1,TA,6,Typ,1,Unf,2,454.0,TA,TA,Y,0.0,170000.0,3542.0,51,2,730.0
